x,y,label
179,167,Q
178,167,Q
164,170,Q
161,169,Q
148,183,Q
148,182,Q
127,210,Q
126,210,Q
127,243,Q
124,239,Q
123,272,Q
122,274,Q
134,295,Q
136,293,Q
155,304,Q
155,304,Q
186,299,Q
187,298,Q
237,292,Q
237,293,Q
235,262,Q
236,262,Q
245,243,Q
247,245,Q
245,223,Q
246,223,Q
234,205,Q
234,201,Q
222,192,Q
222,191,Q
211,188,Q
212,186,Q
203,188,Q
203,185,Q
199,196,Q
200,196,Q
197,214,Q
194,216,Q
197,234,Q
199,236,Q
213,254,Q
212,253,Q
230,268,Q
230,269,Q
246,291,Q
247,292,Q
270,308,Q
268,307,Q
283,316,Q
282,318,Q
280,319,Q
