x,y,label
482,193,B
480,189,B
479,186,B
479,186,B
478,183,B
478,183,B
478,183,B
479,185,B
480,185,B
484,197,B
488,215,B
488,217,B
501,299,B
512,365,B
506,377,B
505,376,B
503,380,B
503,378,B
501,380,B
490,362,B
492,363,B
492,306,B
466,237,B
467,235,B
465,219,B
477,196,B
499,182,B
500,181,B
528,182,B
554,192,B
555,193,B
566,211,B
569,212,B
570,237,B
554,262,B
553,264,B
515,298,B
493,288,B
484,285,B
484,286,B
487,277,B
506,272,B
504,273,B
522,269,B
525,268,B
561,280,B
580,296,B
563,319,B
556,323,B
556,335,B
552,344,B
547,346,B
527,355,B
514,363,B
510,359,B
491,358,B
477,360,B
473,359,B
469,359,B
467,356,B
459,357,B
458,353,B
458,350,B
458,350,B
457,342,B
458,340,B
458,339,B
457,338,B
458,335,B
457,337,B
458,335,B
458,338,B
456,336,B
