x,y,label
238,200,U
237,200,U
238,199,U
237,198,U
238,198,U
237,202,U
238,207,U
238,207,U
236,215,U
238,215,U
241,225,U
239,226,U
244,243,U
240,244,U
245,263,U
240,263,U
240,263,U
241,283,U
233,295,U
233,294,U
227,305,U
227,305,U
221,315,U
220,314,U
209,320,U
210,316,U
197,321,U
196,318,U
195,316,U
186,320,U
161,312,U
163,311,U
157,300,U
157,300,U
152,288,U
157,288,U
153,273,U
150,272,U
151,273,U
147,260,U
147,258,U
145,243,U
145,232,U
145,230,U
148,217,U
148,215,U
148,204,U
152,201,U
151,198,U
151,196,U
151,196,U
150,194,U
150,194,U
150,196,U
