x,y,label
452,191,K
452,190,K
452,190,K
451,192,K
451,192,K
450,205,K
452,217,K
450,218,K
451,218,K
454,234,K
456,260,K
456,263,K
462,323,K
464,351,K
466,351,K
467,349,K
469,370,K
467,369,K
467,372,K
466,371,K
468,371,K
467,340,K
475,312,K
475,313,K
474,313,K
477,298,K
478,297,K
482,281,K
510,255,K
530,243,K
530,244,K
551,235,K
550,233,K
550,234,K
558,231,K
559,229,K
558,236,K
517,256,K
497,270,K
500,270,K
500,270,K
493,278,K
492,278,K
494,278,K
517,284,K
527,294,K
527,295,K
540,312,K
537,308,K
539,310,K
553,322,K
550,323,K
561,334,K
560,338,K
554,337,K
554,337,K
551,337,K
549,337,K
