x,y,label
286,179,Z
286,179,Z
286,180,Z
286,181,Z
289,181,Z
294,182,Z
303,182,Z
313,182,Z
322,182,Z
334,180,Z
346,178,Z
359,177,Z
370,174,Z
382,172,Z
393,170,Z
401,170,Z
407,168,Z
415,167,Z
415,168,Z
419,167,Z
419,168,Z
419,168,Z
418,170,Z
414,172,Z
409,175,Z
405,181,Z
400,189,Z
392,198,Z
386,208,Z
381,218,Z
373,231,Z
369,240,Z
359,248,Z
355,261,Z
346,271,Z
343,277,Z
343,286,Z
338,290,Z
338,292,Z
338,293,Z
339,294,Z
342,295,Z
351,295,Z
356,298,Z
363,300,Z
369,300,Z
375,300,Z
384,300,Z
397,298,Z
403,298,Z
411,293,Z
415,294,Z
423,293,Z
426,292,Z
427,291,Z
428,292,Z
430,293,Z
432,291,Z
433,294,Z
435,296,Z
435,297,Z
437,299,Z
439,300,Z
441,302,Z
444,300,Z
447,302,Z
447,300,Z
447,299,Z
457,302,Z
