x,y,label
434,191,E
434,190,E
434,189,E
432,189,E
428,189,E
428,190,E
426,195,E
426,195,E
428,207,E
433,233,E
435,234,E
438,259,E
440,278,E
441,292,E
441,292,E
440,300,E
442,308,E
443,307,E
442,315,E
442,315,E
444,315,E
448,313,E
448,315,E
456,314,E
473,314,E
487,322,E
488,328,E
513,306,E
537,308,E
541,309,E
556,302,E
567,302,E
565,304,E
563,306,E
563,307,E
557,307,E
531,317,E
505,312,E
504,310,E
489,317,E
476,313,E
475,305,E
461,304,E
453,309,E
454,309,E
446,309,E
448,307,E
445,310,E
442,310,E
438,302,E
437,300,E
423,282,E
418,265,E
420,264,E
418,258,E
419,254,E
419,254,E
419,255,E
422,256,E
422,255,E
428,253,E
442,252,E
441,250,E
459,248,E
484,247,E
485,249,E
505,247,E
527,243,E
528,244,E
545,246,E
553,243,E
554,244,E
557,244,E
553,245,E
554,243,E
544,248,E
529,254,E
528,254,E
512,255,E
487,255,E
488,253,E
458,254,E
442,261,E
440,259,E
428,265,E
425,269,E
423,270,E
423,269,E
420,268,E
421,268,E
416,247,E
412,211,E
412,209,E
410,199,E
412,195,E
413,195,E
412,195,E
414,195,E
418,195,E
418,195,E
428,194,E
431,195,E
451,195,E
492,193,E
489,193,E
526,190,E
550,190,E
550,190,E
560,184,E
567,182,E
569,182,E
569,183,E
567,183,E
560,185,E
559,186,E
548,189,E
548,188,E
529,192,E
516,198,E
516,197,E
508,202,E
501,204,E
496,206,E
494,205,E
493,207,E
491,208,E
491,208,E
