x,y,label
415,187,U
415,187,U
416,188,U
414,189,U
414,194,U
416,196,U
420,205,U
422,206,U
421,206,U
427,219,U
425,219,U
426,237,U
426,241,U
418,250,U
417,253,U
418,271,U
417,297,U
418,295,U
423,297,U
407,312,U
402,309,U
389,321,U
382,321,U
367,329,U
365,328,U
347,331,U
348,329,U
332,328,U
321,320,U
324,317,U
323,320,U
309,310,U
309,311,U
298,296,U
297,298,U
292,282,U
288,283,U
284,267,U
282,266,U
283,257,U
281,242,U
281,240,U
280,240,U
283,228,U
281,226,U
285,217,U
278,213,U
285,207,U
281,206,U
285,201,U
281,200,U
