x,y,label
228,168,J
228,168,J
228,168,J
228,168,J
226,171,J
225,170,J
225,171,J
225,171,J
225,171,J
229,171,J
229,169,J
260,165,J
298,159,J
298,159,J
343,150,J
339,151,J
399,158,J
398,156,J
415,166,J
415,167,J
412,168,J
359,156,J
363,156,J
364,157,J
325,154,J
309,158,J
309,159,J
306,159,J
307,163,J
308,162,J
309,169,J
309,169,J
310,169,J
315,186,J
319,216,J
321,214,J
334,304,J
326,330,J
325,329,J
323,328,J
315,334,J
315,333,J
305,334,J
292,328,J
293,329,J
261,289,J
249,272,J
249,276,J
249,276,J
