x,y,label
81,153,Z
77,154,Z
73,154,Z
74,154,Z
72,153,Z
73,153,Z
79,153,Z
87,153,Z
99,151,Z
111,148,Z
128,143,Z
143,138,Z
161,138,Z
178,135,Z
191,134,Z
204,131,Z
212,133,Z
220,133,Z
223,131,Z
225,131,Z
226,131,Z
224,132,Z
220,137,Z
214,139,Z
209,142,Z
202,152,Z
189,162,Z
177,170,Z
169,182,Z
160,191,Z
149,201,Z
144,211,Z
136,217,Z
129,226,Z
127,232,Z
124,236,Z
123,240,Z
125,236,Z
126,238,Z
130,236,Z
136,233,Z
140,232,Z
152,229,Z
161,227,Z
171,226,Z
180,225,Z
194,225,Z
204,224,Z
214,223,Z
226,224,Z
234,222,Z
241,221,Z
245,221,Z
243,222,Z
244,222,Z
