x,y,label
417,208,X
415,207,X
418,207,X
417,210,X
421,212,X
419,214,X
425,218,X
425,220,X
444,233,X
442,234,X
454,241,X
453,241,X
492,258,X
476,256,X
490,271,X
492,271,X
503,288,X
501,290,X
513,291,X
515,297,X
526,302,X
526,299,X
525,299,X
526,300,X
529,298,X
530,297,X
532,295,X
529,298,X
533,292,X
533,291,X
537,272,X
536,267,X
535,257,X
536,254,X
542,238,X
537,236,X
541,226,X
539,227,X
542,220,X
541,219,X
550,225,X
552,223,X
547,213,X
539,209,X
539,209,X
537,207,X
538,208,X
540,208,X
529,209,X
529,209,X
515,219,X
518,220,X
510,230,X
516,230,X
481,239,X
484,237,X
467,251,X
463,251,X
444,256,X
442,259,X
436,263,X
438,264,X
429,273,X
427,273,X
423,280,X
426,277,X
420,279,X
420,279,X
418,282,X
418,281,X
418,281,X
417,281,X
415,282,X
416,283,X
