x,y,label
326,209,Q
309,200,Q
308,198,Q
289,202,Q
288,203,Q
266,227,Q
263,233,Q
254,250,Q
260,288,Q
261,286,Q
260,287,Q
265,310,Q
262,308,Q
271,329,Q
272,331,Q
298,342,Q
299,339,Q
341,356,Q
341,354,Q
373,347,Q
396,321,Q
397,322,Q
397,321,Q
397,295,Q
398,299,Q
388,274,Q
386,271,Q
372,253,Q
369,252,Q
350,242,Q
349,240,Q
333,234,Q
326,233,Q
326,232,Q
326,232,Q
324,237,Q
323,237,Q
327,248,Q
327,248,Q
333,263,Q
334,263,Q
345,287,Q
348,287,Q
371,308,Q
371,309,Q
394,333,Q
396,332,Q
417,349,Q
418,348,Q
425,354,Q
424,351,Q
