x,y,label
367,155,G
366,154,G
367,154,G
361,147,G
362,146,G
362,146,G
347,139,G
346,139,G
346,138,G
322,143,G
322,143,G
320,144,G
290,164,G
290,164,G
290,164,G
262,202,G
263,200,G
263,201,G
256,233,G
253,232,G
254,233,G
261,251,G
261,249,G
261,248,G
286,263,G
287,267,G
284,266,G
342,276,G
337,271,G
339,271,G
368,270,G
369,269,G
371,270,G
379,253,G
379,253,G
379,253,G
365,235,G
366,234,G
366,234,G
347,227,G
346,224,G
346,224,G
318,222,G
315,219,G
314,219,G
301,223,G
297,223,G
297,222,G
291,229,G
292,227,G
291,228,G
291,227,G
