x,y,label
127,130,Z
132,128,Z
138,129,Z
149,129,Z
158,127,Z
172,126,Z
190,125,Z
207,124,Z
227,127,Z
244,124,Z
258,124,Z
271,122,Z
283,122,Z
289,121,Z
292,120,Z
293,122,Z
292,122,Z
290,123,Z
287,128,Z
279,131,Z
273,138,Z
274,137,Z
251,156,Z
241,164,Z
230,176,Z
216,188,Z
202,201,Z
196,211,Z
189,219,Z
179,228,Z
177,234,Z
176,237,Z
175,234,Z
177,238,Z
186,239,Z
190,235,Z
202,233,Z
211,234,Z
223,230,Z
238,233,Z
252,230,Z
266,229,Z
285,230,Z
286,231,Z
300,231,Z
310,235,Z
322,234,Z
323,233,Z
318,234,Z
310,234,Z
