x,y,label
427,141,V
427,141,V
428,144,V
428,144,V
430,150,V
431,154,V
429,155,V
439,165,V
437,168,V
441,178,V
442,179,V
446,217,V
447,213,V
446,210,V
455,227,V
462,224,V
464,235,V
475,250,V
475,250,V
485,269,V
491,266,V
497,281,V
499,280,V
499,280,V
502,283,V
503,283,V
506,279,V
506,280,V
504,272,V
502,261,V
504,264,V
509,246,V
508,249,V
518,226,V
519,230,V
519,229,V
529,219,V
529,216,V
533,201,V
534,203,V
532,190,V
531,181,V
534,180,V
526,177,V
526,175,V
524,172,V
525,173,V
525,172,V
523,173,V
522,173,V
523,174,V
523,173,V
