x,y,label
247,113,Y
246,115,Y
246,115,Y
246,116,Y
246,117,Y
246,120,Y
246,119,Y
246,124,Y
249,129,Y
253,136,Y
259,145,Y
270,173,Y
276,184,Y
279,194,Y
280,207,Y
282,212,Y
280,213,Y
280,212,Y
281,211,Y
282,210,Y
284,205,Y
290,196,Y
291,190,Y
298,170,Y
304,157,Y
308,150,Y
312,140,Y
314,140,Y
315,131,Y
319,125,Y
317,119,Y
316,115,Y
315,116,Y
316,116,Y
316,120,Y
312,134,Y
309,142,Y
305,154,Y
304,152,Y
298,167,Y
296,178,Y
292,193,Y
283,211,Y
274,228,Y
273,242,Y
270,255,Y
268,267,Y
261,290,Y
262,299,Y
263,298,Y
266,305,Y
261,309,Y
262,312,Y
260,315,Y
264,316,Y
262,317,Y
263,317,Y
263,316,Y
261,315,Y
