x,y,label
359,250,D
357,251,D
357,251,D
357,251,D
355,253,D
354,256,D
355,255,D
354,260,D
353,270,D
353,272,D
351,292,D
358,331,D
360,332,D
370,360,D
371,371,D
371,371,D
371,370,D
365,355,D
365,354,D
361,336,D
354,314,D
353,314,D
347,298,D
346,281,D
346,282,D
348,268,D
353,261,D
364,253,D
364,253,D
375,250,D
376,250,D
392,256,D
410,273,D
411,275,D
421,291,D
415,316,D
413,317,D
407,331,D
391,349,D
373,348,D
374,345,D
366,359,D
365,349,D
356,348,D
350,347,D
349,348,D
348,347,D
346,345,D
345,346,D
344,344,D
