x,y,label
187,182,Q
187,182,Q
185,179,Q
185,178,Q
182,176,Q
182,176,Q
169,179,Q
168,178,Q
152,215,Q
151,214,Q
135,236,Q
138,272,Q
135,268,Q
137,270,Q
151,299,Q
151,299,Q
183,311,Q
187,311,Q
245,316,Q
247,313,Q
266,283,Q
263,283,Q
249,229,Q
251,229,Q
231,211,Q
231,209,Q
217,211,Q
218,211,Q
211,216,Q
212,215,Q
208,225,Q
207,226,Q
199,229,Q
199,231,Q
193,235,Q
193,237,Q
193,240,Q
192,240,Q
214,259,Q
216,259,Q
268,292,Q
264,295,Q
307,330,Q
302,328,Q
283,311,Q
284,312,Q
297,325,Q
297,324,Q
271,293,Q
271,292,Q
254,282,Q
