x,y,label
132,140,Z
131,140,Z
129,141,Z
129,142,Z
128,142,Z
130,143,Z
132,144,Z
137,145,Z
143,147,Z
150,146,Z
159,146,Z
171,143,Z
181,140,Z
195,139,Z
205,139,Z
215,138,Z
225,138,Z
232,135,Z
242,135,Z
246,135,Z
249,133,Z
248,134,Z
248,134,Z
246,135,Z
244,137,Z
240,142,Z
235,147,Z
225,152,Z
220,159,Z
213,170,Z
204,178,Z
198,186,Z
192,196,Z
186,204,Z
181,213,Z
177,218,Z
170,225,Z
166,231,Z
160,235,Z
157,238,Z
156,241,Z
155,242,Z
156,243,Z
154,245,Z
154,246,Z
156,246,Z
162,247,Z
166,243,Z
171,242,Z
181,239,Z
189,237,Z
199,234,Z
200,234,Z
208,236,Z
217,236,Z
237,235,Z
245,235,Z
252,235,Z
261,235,Z
264,234,Z
270,234,Z
273,235,Z
276,235,Z
276,236,Z
276,236,Z
278,236,Z
279,238,Z
280,239,Z
282,240,Z
285,241,Z
285,240,Z
285,241,Z
289,240,Z
287,240,Z
288,241,Z
289,241,Z
291,242,Z
