x,y,label
466,186,V
464,188,V
464,189,V
464,189,V
462,190,V
463,193,V
463,198,V
462,198,V
469,209,V
470,210,V
475,222,V
473,220,V
478,241,V
483,238,V
494,255,V
494,257,V
505,270,V
507,271,V
521,285,V
520,284,V
523,290,V
524,293,V
524,292,V
523,289,V
521,291,V
521,285,V
524,278,V
521,274,V
521,262,V
525,265,V
529,252,V
528,252,V
534,234,V
535,235,V
537,219,V
541,220,V
546,211,V
547,211,V
552,202,V
548,200,V
550,197,V
550,197,V
550,198,V
551,198,V
550,198,V
549,198,V
547,198,V
547,199,V
545,198,V
