x,y,label
205,166,T
205,166,T
205,168,T
206,168,T
207,170,T
204,172,T
210,176,T
209,177,T
215,185,T
214,186,T
219,201,T
218,204,T
215,225,T
218,223,T
215,244,T
219,242,T
215,262,T
215,257,T
213,279,T
214,277,T
210,291,T
210,292,T
212,300,T
212,300,T
213,306,T
213,306,T
214,309,T
212,310,T
212,307,T
211,307,T
211,302,T
212,302,T
213,292,T
214,292,T
214,279,T
215,278,T
215,267,T
216,261,T
215,246,T
215,243,T
221,225,T
218,224,T
222,208,T
220,206,T
225,194,T
225,194,T
222,184,T
221,183,T
218,180,T
219,177,T
212,178,T
212,176,T
201,179,T
200,178,T
187,180,T
188,179,T
175,181,T
176,179,T
169,180,T
168,178,T
159,176,T
158,177,T
156,175,T
157,177,T
159,174,T
157,174,T
163,175,T
163,174,T
170,174,T
168,175,T
184,174,T
183,175,T
207,175,T
201,174,T
222,179,T
220,179,T
247,178,T
248,178,T
267,178,T
266,177,T
288,178,T
286,176,T
306,176,T
306,176,T
315,175,T
314,176,T
317,175,T
316,176,T
317,175,T
317,175,T
317,176,T
