x,y,label
291,315,A
288,313,A
285,312,A
284,313,A
283,313,A
281,314,A
277,315,A
277,315,A
270,316,A
262,319,A
261,319,A
254,323,A
253,323,A
242,325,A
226,342,A
207,370,A
206,371,A
195,396,A
180,419,A
182,421,A
176,430,A
180,428,A
179,430,A
194,402,A
192,403,A
249,331,A
324,368,A
307,283,A
286,259,A
300,239,A
306,243,A
308,242,A
310,270,A
317,318,A
316,311,A
354,453,A
347,443,A
348,443,A
335,432,A
268,380,A
291,397,A
243,373,A
218,362,A
219,360,A
211,358,A
211,356,A
211,355,A
239,354,A
278,362,A
311,365,A
311,361,A
339,363,A
340,359,A
351,358,A
347,352,A
346,352,A
335,349,A
324,346,A
