x,y,label
197,198,W
196,200,W
196,201,W
196,204,W
196,204,W
202,211,W
203,211,W
206,227,W
208,229,W
214,252,W
214,251,W
217,273,W
213,274,W
223,289,W
219,291,W
226,306,W
227,304,W
231,320,W
232,320,W
239,331,W
238,329,W
242,336,W
239,335,W
245,332,W
243,331,W
247,318,W
248,326,W
254,302,W
257,305,W
264,281,W
264,278,W
280,262,W
275,261,W
288,238,W
284,237,W
294,221,W
296,221,W
308,210,W
307,209,W
309,210,W
310,210,W
313,221,W
313,222,W
320,237,W
318,237,W
329,257,W
328,258,W
336,288,W
333,295,W
333,319,W
332,321,W
348,344,W
344,340,W
351,346,W
356,355,W
362,356,W
364,347,W
365,336,W
364,343,W
371,313,W
376,286,W
377,287,W
385,266,W
385,265,W
395,251,W
395,250,W
401,229,W
404,230,W
403,221,W
404,221,W
403,217,W
404,217,W
400,217,W
402,215,W
400,219,W
401,217,W
