x,y,label
388,209,D
389,209,D
388,209,D
386,210,D
386,219,D
386,219,D
383,238,D
382,261,D
384,262,D
383,289,D
391,336,D
390,337,D
395,364,D
396,368,D
394,383,D
396,388,D
397,391,D
396,389,D
388,383,D
382,368,D
383,368,D
375,344,D
367,318,D
366,318,D
366,297,D
365,299,D
368,281,D
371,269,D
380,257,D
381,256,D
392,245,D
408,237,D
409,237,D
429,233,D
449,239,D
450,238,D
470,256,D
480,276,D
478,278,D
482,300,D
479,322,D
480,325,D
476,339,D
452,368,D
450,358,D
444,397,D
436,400,D
437,399,D
428,396,D
404,366,D
401,364,D
397,369,D
395,367,D
393,364,D
391,368,D
392,363,D
392,361,D
391,366,D
391,364,D
391,362,D
391,359,D
389,360,D
389,358,D
388,358,D
388,358,D
