x,y,label
335,174,W
336,174,W
337,176,W
338,177,W
339,184,W
341,185,W
343,196,W
343,198,W
348,212,W
348,214,W
356,235,W
356,237,W
363,258,W
364,259,W
369,271,W
368,274,W
373,285,W
374,287,W
377,292,W
377,290,W
377,292,W
377,292,W
378,288,W
379,289,W
380,282,W
382,279,W
384,268,W
388,268,W
388,251,W
390,251,W
395,236,W
393,235,W
401,219,W
402,220,W
404,206,W
405,206,W
409,199,W
408,199,W
411,194,W
411,193,W
412,192,W
412,192,W
411,198,W
412,196,W
410,206,W
412,205,W
413,224,W
415,224,W
422,245,W
421,241,W
432,263,W
434,261,W
444,279,W
445,280,W
452,286,W
453,288,W
456,291,W
455,290,W
459,286,W
457,287,W
458,280,W
457,279,W
464,270,W
465,267,W
473,249,W
472,248,W
478,233,W
478,232,W
487,212,W
