x,y,label
191,183,M
187,181,M
187,180,M
183,180,M
182,186,M
181,185,M
179,204,M
177,203,M
181,241,M
179,242,M
225,268,M
225,273,M
158,342,M
156,349,M
157,350,M
160,332,M
178,334,M
165,302,M
171,300,M
171,255,M
183,232,M
186,230,M
185,230,M
191,217,M
198,215,M
198,214,M
203,228,M
203,228,M
226,269,M
232,286,M
232,285,M
232,286,M
239,293,M
243,289,M
243,287,M
264,253,M
276,230,M
276,229,M
277,229,M
288,219,M
289,219,M
300,215,M
304,224,M
303,226,M
302,275,M
311,306,M
304,302,M
304,303,M
319,328,M
303,325,M
305,332,M
