x,y,label
340,233,H
340,230,H
341,231,H
341,230,H
342,232,H
343,231,H
344,234,H
345,244,H
343,267,H
344,268,H
345,297,H
347,317,H
348,316,H
349,333,H
350,334,H
349,344,H
348,347,H
348,346,H
350,345,H
348,335,H
348,320,H
348,320,H
351,308,H
350,300,H
349,300,H
348,295,H
347,291,H
347,291,H
349,290,H
349,290,H
353,291,H
356,290,H
369,289,H
369,288,H
388,291,H
405,293,H
404,293,H
417,294,H
425,293,H
426,293,H
430,287,H
431,285,H
429,264,H
429,247,H
430,240,H
430,240,H
431,241,H
434,247,H
434,248,H
437,267,H
437,300,H
434,303,H
435,324,H
442,333,H
440,333,H
438,343,H
440,345,H
438,343,H
439,345,H
438,345,H
438,345,H
437,344,H
437,344,H
437,344,H
434,344,H
436,344,H
435,345,H
435,343,H
434,343,H
