x,y,label
221,221,M
220,221,M
220,218,M
221,217,M
220,218,M
220,223,M
219,222,M
226,256,M
232,249,M
233,266,M
274,300,M
212,344,M
212,347,M
212,346,M
224,330,M
229,325,M
251,298,M
252,297,M
235,264,M
238,264,M
231,211,M
238,207,M
239,207,M
247,218,M
248,219,M
255,238,M
254,239,M
278,296,M
285,308,M
283,309,M
287,305,M
286,305,M
293,293,M
288,294,M
300,259,M
299,258,M
316,210,M
326,207,M
327,207,M
333,216,M
334,216,M
337,246,M
337,244,M
351,297,M
357,302,M
358,349,M
353,359,M
357,355,M
356,355,M
