x,y,label
197,190,M
197,189,M
196,188,M
196,192,M
196,193,M
195,210,M
197,210,M
193,232,M
194,232,M
192,262,M
191,262,M
190,306,M
191,310,M
190,310,M
191,305,M
192,305,M
194,284,M
195,287,M
198,244,M
203,221,M
206,221,M
210,206,M
212,205,M
216,197,M
214,196,M
224,217,M
231,233,M
231,233,M
245,249,M
244,248,M
257,247,M
257,247,M
269,235,M
273,234,M
291,203,M
301,190,M
302,189,M
310,183,M
310,182,M
315,187,M
317,187,M
315,230,M
314,259,M
314,258,M
314,275,M
313,275,M
311,284,M
311,284,M
310,289,M
