x,y,label
493,106,U
493,106,U
492,106,U
492,107,U
489,107,U
489,107,U
489,111,U
488,112,U
492,120,U
492,121,U
502,159,U
501,152,U
498,174,U
501,196,U
499,202,U
499,198,U
487,244,U
491,233,U
470,249,U
477,250,U
455,257,U
458,256,U
449,259,U
451,256,U
434,256,U
435,253,U
428,250,U
436,246,U
429,243,U
434,241,U
428,238,U
426,235,U
424,220,U
422,220,U
418,205,U
414,201,U
408,182,U
407,183,U
405,166,U
403,167,U
399,148,U
396,149,U
396,136,U
392,138,U
391,132,U
387,134,U
387,132,U
388,131,U
384,133,U
384,133,U
387,133,U
