x,y,label
229,136,S
228,137,S
228,137,S
227,137,S
227,138,S
221,139,S
223,138,S
222,138,S
211,142,S
213,140,S
199,143,S
190,148,S
188,148,S
178,159,S
178,158,S
172,168,S
173,171,S
173,171,S
167,182,S
164,184,S
165,194,S
162,196,S
167,209,S
170,221,S
170,221,S
183,229,S
183,231,S
194,235,S
195,237,S
194,236,S
211,239,S
212,238,S
228,241,S
228,242,S
246,247,S
263,255,S
261,255,S
277,265,S
276,265,S
274,265,S
285,278,S
286,277,S
285,293,S
288,291,S
280,307,S
279,307,S
271,313,S
253,323,S
257,322,S
240,328,S
242,329,S
244,327,S
225,333,S
230,330,S
221,331,S
222,331,S
213,331,S
214,330,S
210,327,S
209,326,S
207,325,S
205,325,S
204,325,S
207,323,S
205,324,S
