x,y,label
194,163,Z
191,162,Z
193,164,Z
193,165,Z
198,163,Z
205,163,Z
218,161,Z
243,156,Z
258,156,Z
274,155,Z
275,154,Z
288,152,Z
303,150,Z
313,149,Z
326,149,Z
333,147,Z
340,146,Z
342,146,Z
343,147,Z
342,149,Z
341,152,Z
340,153,Z
338,156,Z
333,162,Z
327,169,Z
321,176,Z
310,183,Z
301,192,Z
291,201,Z
283,210,Z
273,219,Z
265,228,Z
260,236,Z
256,240,Z
251,244,Z
253,246,Z
255,247,Z
257,246,Z
261,246,Z
267,244,Z
274,240,Z
284,239,Z
294,237,Z
304,234,Z
315,233,Z
326,232,Z
339,231,Z
349,232,Z
359,233,Z
367,233,Z
374,233,Z
377,234,Z
376,234,Z
379,234,Z
378,233,Z
379,236,Z
378,236,Z
