x,y,label
266,171,V
266,170,V
265,169,V
264,170,V
265,170,V
266,172,V
266,172,V
270,182,V
266,181,V
276,208,V
274,209,V
287,245,V
287,246,V
289,263,V
291,263,V
296,277,V
296,276,V
298,282,V
299,284,V
299,284,V
298,285,V
298,284,V
299,284,V
298,283,V
297,283,V
301,272,V
301,271,V
317,243,V
322,247,V
328,222,V
331,223,V
339,210,V
338,211,V
349,206,V
346,208,V
350,204,V
348,206,V
348,203,V
346,204,V
350,202,V
349,203,V
353,199,V
351,200,V
355,196,V
354,197,V
357,196,V
355,195,V
355,195,V
356,195,V
