x,y,label
186,158,M
184,156,M
183,157,M
182,157,M
182,157,M
180,163,M
177,179,M
178,199,M
175,198,M
176,236,M
176,261,M
175,261,M
170,289,M
166,297,M
168,292,M
168,292,M
170,275,M
170,277,M
176,251,M
176,226,M
178,223,M
182,204,M
188,186,M
194,176,M
193,176,M
199,172,M
198,171,M
203,175,M
203,176,M
209,189,M
220,208,M
227,224,M
238,235,M
236,235,M
243,234,M
242,236,M
249,228,M
253,216,M
254,215,M
261,200,M
263,199,M
263,199,M
278,176,M
288,172,M
290,170,M
294,171,M
297,183,M
297,184,M
298,183,M
296,203,M
297,201,M
294,247,M
290,275,M
291,274,M
288,285,M
290,291,M
290,292,M
290,292,M
290,293,M
