x,y,label
394,134,G
400,128,G
405,124,G
405,120,G
405,120,G
401,115,G
401,115,G
393,109,G
382,102,G
381,101,G
367,98,G
351,90,G
347,89,G
329,90,G
308,94,G
283,103,G
283,102,G
264,113,G
263,112,G
243,126,G
224,145,G
224,147,G
206,166,G
191,195,G
191,199,G
179,226,G
168,261,G
161,296,G
164,300,G
165,327,G
171,349,G
173,351,G
194,371,G
194,370,G
219,387,G
456,351,G
469,333,G
469,333,G
470,320,G
462,311,G
445,300,G
445,300,G
429,291,G
410,283,G
410,282,G
393,278,G
379,272,G
378,271,G
368,265,G
367,265,G
357,259,G
342,254,G
328,254,G
328,254,G
314,253,G
303,255,G
303,255,G
295,258,G
291,260,G
