x,y,label
342,266,A
341,268,A
341,269,A
341,271,A
341,271,A
341,273,A
343,273,A
341,273,A
341,273,A
336,269,A
330,266,A
329,265,A
326,259,A
326,255,A
327,256,A
330,247,A
333,236,A
333,236,A
334,227,A
327,219,A
326,218,A
316,214,A
306,210,A
305,210,A
295,206,A
282,201,A
281,201,A
268,196,A
254,194,A
240,190,A
240,190,A
233,182,A
234,182,A
228,175,A
221,168,A
221,167,A
212,167,A
225,271,A
237,302,A
181,316,A
96,347,A
68,378,A
63,389,A
64,389,A
72,368,A
83,340,A
82,343,A
107,288,A
149,251,A
145,245,A
156,204,A
177,182,A
187,180,A
188,181,A
198,203,A
282,336,A
278,344,A
270,358,A
278,354,A
246,358,A
229,343,A
230,344,A
194,310,A
171,287,A
170,287,A
152,282,A
141,281,A
138,282,A
138,283,A
141,284,A
161,286,A
163,285,A
182,286,A
182,285,A
195,283,A
209,281,A
215,277,A
215,278,A
216,277,A
218,276,A
217,276,A
220,275,A
220,276,A
220,276,A
223,277,A
222,278,A
225,278,A
231,278,A
