x,y,label
155,169,V
157,169,V
155,170,V
158,173,V
157,174,V
157,182,V
156,183,V
161,196,V
160,198,V
162,212,V
162,214,V
168,230,V
165,232,V
172,248,V
170,249,V
173,266,V
174,263,V
178,276,V
179,271,V
179,281,V
181,280,V
183,283,V
180,283,V
183,282,V
185,283,V
185,280,V
186,279,V
189,270,V
191,267,V
192,256,V
194,253,V
196,242,V
200,238,V
203,227,V
200,227,V
209,217,V
210,215,V
214,207,V
217,209,V
217,203,V
220,204,V
223,201,V
222,201,V
222,200,V
222,201,V
221,201,V
223,201,V
223,200,V
224,200,V
225,198,V
225,198,V
227,195,V
227,195,V
230,193,V
231,192,V
231,190,V
233,191,V
